index,id,tweet,sentimiento,entidad
0,1595289577077747713,@marhdezp_ @justsoffbane @Blue_Sealtori @BREAKYBLOOD @GeekZoneGZ ademas estar eseptica con la vacuna del covid apenas salio es algo normal  no se sabia con total claridad si podrian haber habido consecuencias a largo plazo,negativo,COVID-19
1,1595289085132025858,Amigos  ¿qué opinan de la vacuna del mono?,positivo,COVID-19
2,1595288920543006720,El VAR revela verdades... Un amigo diciendo que el hombro no es donde te aplican la vacuna...  Lo mandé a estudiar anatomía,positivo,Events
3,1595288912112459776,Te puede interesar &gt; Una vacuna experimental contra el cáncer tiene resultados prometedores en ensayos con animales https://t.co/53UGpg1s9h,positivo,COVID-19
4,1595288864133980160,@SaludSV @FranAlabi Pongan la 5 vacuna 🙄🙄🙄🙄,negativo,COVID-19
5,1595288329721122822,En una entrevista exclusiva con The Advocate  Sandra Ortiz describió las lesiones que sufrió tras recibir la vacuna COVID-19 de Pfizer  su historial médico y cómo es su vida hoy.   https://t.co/KNwFrd4v9J,positivo,Pfizer
6,1595287843747893248,Aplicadas 287 mil 378 dosis de vacuna contra influenza https://t.co/6hNxDQOncd,negativo,COVID-19
7,1595287633776807938,@MachoteVIP @Elpublicotv NInguna vacuna hay gente que paga por ver eso  lo graban y lo ponen en Deep Internet donde pagan por verlo  eso es pornograia infantil  abuso sexual a menor y una serie de delitos aberrantes.,negativo,COVID-19
8,1595287346769018880,"@bephantol ""¡No sabemos nada sobre esta vacuna!"" - Gente que no sabe nada sobre ninguna vacuna",negativo,COVID-19
9,1595286966127366144,@MarianaEC11 Así es. Imposible pagar la vacuna $3 178.00 (ref Farmacia San Pablo) x 3 dosis x # de hij@s🙄,negativo,COVID-19
10,1595286505517453313,"@ar2_mx Yo aunque tenga las 05 dosis de la vacuna contra el COVID-19  no me confío y me sigo cuidando mucho hasta tengo que traer puesto doble cubrebocas y veo a más gente sin mascarilla facial sea en cualquier tipo de lugar ahorita está la variante ""Perro del Infierno""",positivo,COVID-19
11,1595286494234787842,@galupporcio @presidenciacr Contra Covid-19 se vacuna q cualquiera,negativo,COVID-19
12,1595285887847464961,Me duele mucho mi bracito por la vacuna. 🥺,negativo,COVID-19
13,1595285794423463936,Covid-19: ¿Todos tienen las vacunas completas? Epecialmente los mayores de 60 años deben concluir sus 4 dosis de vacuna  incluyendo el reforzamiento. https://t.co/WyrrCNnsX6,negativo,COVID-19
14,1595285757404626945,@Vadodecaza1 El meteorito se llama gobierno mundial  se llama política  se llama élites... Ponle el nombre que quieras  un trozo de él se desprendió y nos alcanzó de lleno  se llama dictadura sanitaria  vacuna cocido o como quieras. Los efectos ya se notan,positivo,Business & finance
15,1595284518184931329,Si el perro es de un vecino debe preguntar si está vacunado contra la rabia. Si no lo está o no es seguro de una al médico a aplicarse la vacuna. No tapar la herida. https://t.co/0ijHOMGAeo,negativo,COVID-19
16,1595284379424591872,@VeronicaAtMo Muchísimo  a mi me interesa mucho vacunar a mi hija  porque está carísima la vacuna.,positivo,COVID-19
17,1595284143310520321,Para un mejor manejo clínico de los pacientes  presentan actualización de la Guía para el abordaje de los casos de viruela símica en México. Bien por ello.  Pero sobre  la adquisición de la vacuna  @SSalud_mx señala que se requiere revisión para su análisis y autorización. Mal 👎 https://t.co/m6iappXdke,negativo,COVID-19
18,1595283888049459200,@EmbaMexRus @evillegasme @SRE_mx @CMorenoToscano1 @baguilarc @escobedox @estebang83 @mae_rusia Me mandan mas vacuna sputnik por favor. Gracias 😌,positivo,COVID-19
19,1595283868491210753,"Fauci: ""(tal vez el mensaje final que les doy desde este podio) es que  por su propia seguridad  por la de su familia  obtenga su vacuna #COVID19 actualizada tan pronto ya que es elegible para protegerse a sí mismo  a su familia y a su comunidad"" https://t.co/VJfKGzNjVZ",positivo,COVID-19
20,1595283632247037952,Ice Cube dejó película millonaria por negarse a vacunar contra Covid-19  El rapero aseguró que 'no necesitaba' la vacuna contra Covid-19 y adelantó que trabaja en proyectos cinematográficos independientes. https://t.co/H8htt7MSlT,negativo,Hip hop
21,1595282924919816195,Con aplicación de vacuna cuadrivalente que protege contra Virus del Papiloma Humano  el cual puede producir cáncer decuello uterino  vulva  y vagina  comenzó en Jalisco  campaña de inoculación generalizada a niñas y adolescentes de 13 y 14 años confirma la Secretaría de Salud.,negativo,COVID-19
22,1595282794225221632,@otakon84 @Trovato0k @elprofesor1001 @aguerosergiokun https://t.co/Vyv55zeSfL “Una de las principales limitaciones de los datos de VAERS es que no puede determinar si la vacuna causó el evento adverso que fue reportado. Esta limitación ha causado confusión en los datos disponibles al público en la base de datos de VAERS WONDER  👇,negativo,COVID-19
23,1595282697731346433,Llevan vacuna contra el papiloma humano a secundarias de Sinaloa https://t.co/b51Tmbj8Uu @SSalud_mx @saludsinaloagob  #SEPYC #PAPILOMAHUMANO #SINALOA #VACUNACION #HOY #AHORA #ALTERNATIVASINALOA https://t.co/zB77RE9idI,negativo,COVID-19
24,1595282480457809920,@PIsraelRG Vacuna?,negativo,COVID-19
25,1595282073933291523,¿Efecto protrombótico de la vacuna covid? Neurología pide analizar muertes https://t.co/OFKR7tXtf0,negativo,COVID-19
26,1595282010544685058,#Estado | ¡Conoce todos los detalles sobre esta vacuna en Puebla! 👇🏻💉  https://t.co/oyROTBDhAz,negativo,COVID-19
27,1595281742759284736,@Doris_B_62 @natho47 @biobio Pero acá están llamando a vacunarse por el aumento de contagios para prevenir que sigan subiendo algo absurdo si ya todos sabemos que la vacuna no los previene. Están dando una información incorrecta 🤨,positivo,COVID-19
28,1595281625893728257,"No pueden hacer una ""vacuna"" bien y ya quieren hacer eso. Jajaja https://t.co/liuG532RBy",positivo,COVID-19
29,1595281438731309056,Los gobiernos necesitan más muertos por eso están devuelta con la vacuna de C19.,negativo,COVID-19
30,1595280984273956864,🟨#PulsoPM | Enfermera acusada de dar a conocer tercera dosis de vacuna de Alejandro Gil contra el Covid gana juicio laboral a Clínica Las Condes https://t.co/GsPvqjlJ8G https://t.co/QTncy8plvX,negativo,COVID-19
31,1595280756888199169,@lopezobrador_ y @HLGatell aprueban la vacuna cubana Soberana  soberana porquería que ya no funciona porque está hecha para prevenir el virus SARS-CoV-2 no las variantes actuales. La idea no es salvar vidas  eso no le importa  les importa darle dinero a la dictadura cubana,negativo,COVID-19: Latest news updates from around the world
32,1595280743151837184,Año 2114  los insectos están en peligro de extinción debido al excesivo consumo humano  surgen grupitos que aconsejan consumir carne vacuna ♻️ https://t.co/WD38T4Wos5,negativo,COVID-19
33,1595280243526438913,@Skarlata6 @Nosoyandresf96 Pero medallo siempre nos vacuna  más allá ellos de local,negativo,COVID-19
34,1595279961996333058,@MorenaCiudadMex @Claudiashein Pues que mande reforzar las campañas de vacunación contra COVID que ya repuntó otra vez y todavía no tenemos la última vacuna .,positivo,Mexico political figures
35,1595279838817853440,Pasaron meses desde el último aumento general de la carne vacuna y de pollo  y aunque aseguran que en breve se deberán “corregir los precios”  como un efecto más de la sequía  la poca demanda es la que mantiene los valores bajos. https://t.co/AUvw8ycVOe,positivo,COVID-19
36,1595279786988945409,Proceso: La linfadenopatía  un efecto secundario de la vacuna covid-19  señalan especialistas Proceso: La linfadenopatía  un efecto secundario de la vacuna covid-19  señalan especialistas. https://t.co/ohWdU8dLgg,negativo,COVID-19
37,1595279711160115201,@GobiernoMX @lopezobrador_ @Conacyt_MX Jajjajsjsjs igual q los ventiladores y la vacuna patria? Incompetente  anciano asnooooooo,negativo,Mexico political figures
38,1595278915756498946,@Minsa_Peru Dejen de psicosis minsa de Tapir Cerrón y Castiburro  corruptos no le creo nada  dicen no estamos en 5 olas inflan cifras para continúa la psicosis  la mejor vacuna es la salud mental sino baja las defensas por el pánico,negativo,COVID-19
39,1595278614936932352,@luisvivasf @darwingonzalezp Para tener eso no solo debes pagar impuesto. Tienes que pagar vacuna por medio de Fospuca .,negativo,COVID-19
40,1595278105580605440,@lectorcitapsi La única idiota que vacuna a un niño de 1 año con sustancias experimentales,negativo,COVID-19
41,1595277957077123072,@lareinadesaban @Devi97101665 yo le decía a los negavacunas que esta vacuna era para saber quienes aceptaban el sistema y que funcionaría para el virus siguiente que se cargaría a todo el que no la tuviese puesta. Que no tenía sentido querer matar a los obedientes y dejar vivos a los disidentes 😜,negativo,COVID-19
42,1595277919215128577,@MrErreka No jodas  hay que estar enfermizo. Por cierto  no se si te conté que le vi cuando fui a ponerme la vacuna. Tremendo mongolo.,negativo,COVID-19
43,1595277691498172416,@Tony73_censored @Toth1727 La parálisis facial no será de la vacuna?,negativo,COVID-19
44,1595277577618444292,@mercedesnegro @rquiroga777 Ignorantes   la verdadera pandemia comenzó con el veneno experimental genocida mal llamado vacuna   hay un exceso de muertes que ya se habla en el Parlamento europeo,negativo,COVID-19
45,1595277435070996480,@AmericanoMedia Fauci es un criminal!!!! Cuantas vidas perdidas con sus protocolos  desde HIV con AZT y ahora con remdesivir para tratar COVID  Y la vacuna está matando millones  Vean el documental que salió hoy  Die Suddenly Aquí está el link#  https://t.co/wzzGK9e92G,negativo,COVID-19
46,1595277281961938944,@locatel_mx Hola 👋 para la segunda dosis de la vacuna de covid si tengo una comorbilidad (Cáncer) que tengo que hacer?,negativo,COVID-19
47,1595277009953107970,@Minsa_Peru No es ninguna viruela del mono  es herpes zóster por la mal llamada vacuna cov...  dejen de ocultar la verdad de lo que está pasando,negativo,COVID-19
48,1595276113135165440,@locatel_mx buenas noches donde puede ponerse la vacuna una persona adulta  cuenta con 55 años,positivo,COVID-19
49,1595275784549285888,@Claudiashein Hasta esta vacuna está retrasada. En este gobierno  se compra el 10% de las vacunas q se compraban en otros gobiernos. No presuman lo que no son. MORENA=MENTIRA #ElPeorGobiernoDeLaHistoria,negativo,Mexico political figures
50,1595275559940022277,@josdarmas @Minsa_Peru Mucho ves al doctor huertas por eso tu cerebro no da para mas entonces si los casos son aislados porque en argentina y italia van a dar indenmizacion por las muertes y efectos segunadarios de la Vacuna Experimental https://t.co/XrBAEGggqa,negativo,COVID-19
51,1595275507482099712,@RodrigoChavesR Don Rodrigo hay que pasar la página   los que  creen en la vacuna seguirán aplicándose dosis  otros no más!,negativo,COVID-19
52,1595275348207345664,@DaishaKamakshi Ayyy  esperemos que no  igual tomemos precaución   si con uno no podemos  con los 3 juntos  no quiero imaginar... la vacuna de la influenza creo que es vital.,positivo,COVID-19
53,1595275021324369921,@josdarmas @Minsa_Peru jajajajajajajaja aislados dice el imbecil oe tarado si pfizer ya reconocio que la Vacuna nunca la probaron osea es experimental y hay miles de muertes y con efectos segundarios solo que tu prensa comprada en peru no sacan esa noticia porque se le cae el negocio https://t.co/ihglM4qGMj,negativo,Pfizer
54,1595274840528883713,Hola ¿Alguien sabe donde están poniendo la vacuna de la influenza?,negativo,COVID-19
55,1595274753471807488,@ThePumexYT @MachoteVIP @Elpublicotv Creo que la madre no tomo ácido fólico en la gestación de el... Así de simple ahora por la vacuna. Que más.,negativo,COVID-19
56,1595274481257385986,#Pfizer ES UN ASCO DICIENDO QUE EL EMBARAZO ES UN PROBLEMA QUE SE ARREGLA CON LA #vacuna PORQUE PROVOCA ABORTOS!  #vacunaCOVID19 #PfizerGate #PfizerLiedPeopleDied  @IllbeVr @Dante27455639 @clau_diaz66 @gloriagarzaiba @ALEGRA1988 @monicagarzag @crnalexander @kikerCG @rubengluengas https://t.co/VmWgnDdltb,negativo,Pfizer
57,1595274400688914433,@J040NURA @Patticcha @chokosoda @Minsa_Peru Segurísimo si pero ese dato lo tiene el minsa ellos te dirán. Cuántos post vacuna van con efectos por esa sustancia y cuántos por contagios también,positivo,COVID-19
58,1595274325283725312,@aguileraleja @YorkOcanto las vacunas no disminuyeron nada   deje de desinformar  como puedes saberlo con un producto q se hizo en 8 meses  o es q acaso no sabe las fases para hacer una vacuna  aparte q las vacunas  NINGUNA detiene la transmisión  no sea ignorante.,positivo,COVID-19
59,1595274151698251776,@BIsozaki @Patticcha @chokosoda @Minsa_Peru Pregunta al minsa ellos saben cuántas personas van por efectos post vacuna y cuántos ya vacunados están con COVID,negativo,COVID-19
60,1595273925809807361,@RamirezVitto @martamarco__ En donde dice un chip? Que estupidez la tuya   la vacuna esta matando gente en cantidades grandes que no lo quieras aceptar es otra cosa,negativo,COVID-19
61,1595273803021418497,amigo no puede ser q me cueste tanto conseguir el carnet de vacuna por dios necesito ayuda porfavor soy un ignorante 😔,positivo,COVID-19
62,1595273468983091200,@Ivancho_3__ Qué vergüenza de persona  llorando de alegría por vacunado a un niño de 1 año de algo que no es ni vacuna.,negativo,COVID-19
63,1595273111733211137,A la Dra le pareció genial ponerme unas pruebas cutáneas no más porque si y pues resulta que no solo soy alérgica al pasto y al fresno  también a los perros enseguida me salió como salpullido y tuvo que ponerme una vacuna más y dolió cabrrrrron 😩😭 y faltan 2 más este mes,negativo,COVID-19
64,1595272928299405314,@CarmenO26657205 Puuuuuuff. Salio Buena la primera Vacuna para la Rabia,positivo,COVID-19
65,1595272852994985984,@jpicadon @RodrigoChavesR La obligatoriedad si pero no prohibió a los que si querían hacerlo por voluntad dicho esto me imagino que ud como persona obediente tiene sus 5 pinchazos de la vacuna cierto?,positivo,COVID-19
66,1595272803502243840,#2  protección tanto contra la reinfección como contra la enfermedad grave. Se demostró que la inmunidad inducida por la vacuna decae más rápido que la inmunidad natural. En general  la gravedad de los síntomas de la reinfección es significativamente menor que en la infección..,negativo,COVID-19
67,1595272064444792832,Me duelen los huesos por la vacuna  los dientes por las muelas de juicio y la cabeza por overthinking. Que cansancio Dios,negativo,COVID-19
68,1595271900929867778,Anuncian aplicación de segunda dosis de vacuna contra covid-19 para niñas y niños de cinco y seis años de edad en Ecatepec https://t.co/oKLmaUWaQ0,negativo,COVID-19
69,1595271893635850240,Anuncian aplicación de segunda dosis de vacuna contra covid-19 para niñas y niños de cinco y seis años de edad en Ecatepec https://t.co/jJFq8FadsN,negativo,COVID-19
70,1595271885637525504,Anuncian aplicación de segunda dosis de vacuna contra covid-19 para niñas y niños de cinco y seis años de edad en Ecatepec https://t.co/3qdMzEDaCr,negativo,COVID-19
71,1595271450323488768,casi nunca hubo ninguno de esos  casi todos morian por culiar a pelo a lo bestia mientras estaban completamente drogados y hasta se los culiaba un chimpancé tambien drogado  todos esos desviados modernos andan chillando por su vacuna para la viruela del mono,negativo,COVID-19
72,1595271054896898050,La vacuna contra la influenza fue la mejor decisión que pude tomar hace un mes https://t.co/LpmbrANmm0,positivo,Latin music
73,1595271006570119173,@ToniMR1969 @aflorrick77 @DeusVul94229466 Si  se puso muy malita con la vacuna  tanto que casi se muere. Y mi suegra dijo: ni una más. Es increíble la defensas que tiene. Sólo la he visto ponerse mala un par de veces...pero mala de nada... cualquier cosa de 24 horas y listo.,negativo,COVID-19
74,1595270764877565952,7 personas murieron en Reino Unido por Trombosis Despues de Recibir la Vacuna Experimental https://t.co/sAxZl7GEK1,negativo,COVID-19
75,1595270761446506496,¿Donde ponen la primer dosis de la vacuna?,negativo,COVID-19
76,1595270635848364032,Encontrar ARNm en la leche materna tipifica cómo se sobrevendió la seguridad de la vacuna covid  https://t.co/pNLovCYWBS,positivo,COVID-19
77,1595270527979061248,Ya ratos me está doliendo el brazo no recordaba que me pusieron la tercera dosis de la vacuna hoy. xd,positivo,COVID-19
78,1595270424429993984,Kimmich  educado con las lecciones de Guardiola y Xabi Alonso  dijo no a la vacuna pero sí al brazalete LGTBI https://t.co/5nSv1Gm6Dm,positivo,Sports figures
79,1595269931410636802,El 83% de la población meta tiene solo una dosis contra el virus. El restante 17% ha decidido no aplicársela porque no cree en la vacuna o porque no quieren. #PeriodismoUNAH  #NoticiasHonduras,negativo,COVID-19
80,1595269214394372096,@Nekavir @javiesco @EarthquakeChil1 Alguna vacuna o algo que los desorbita en un sentido particular.,negativo,COVID-19
81,1595269151777587201,400.000 dosis de la vacuna anticovid vencerán a finales de noviembre  estima el Gobierno  https://t.co/pSkgB0xJfL,negativo,COVID-19
82,1595269145251270656,La #vacuna sigue enfermando!  #vacunaCOVID19 #PfizerGate #Pfizer #PfizerLiedPeopleDied  @IllbeVr @Dante27455639 @clau_diaz66 @gloriagarzaiba @ALEGRA1988 @monicagarzag @crnalexander @kikerCG @rubengluengas @nicolasmorasok @delamadridrob @SChecoPerez @Carlos_Slim_D @RighsSpeed https://t.co/cxSnuaYcoe,negativo,Motorsport
83,1595269004792418304,Ya la última vacuna 👌🏽🤗,positivo,COVID-19
84,1595268809455190016,"le aplicaron la vacuna y la aguja le entro doblada  y no que era ""easy easy""...",positivo,COVID-19
85,1595268748453109760,Muy valiente en la mañana aplicándome la vacuna de la influenza y ahora el dolor de brazo se acompaña con escalofríos 🥺,positivo,COVID-19
86,1595268601304567810,@GustavoBolivar @petrogustavo Porq uds se dedicaron a destruir el país y a evitar q el presidente Duque pudiera desarrollar los planes d gobierno  uds fueron mucho más dañinos q el covid 19  para eso hubo vacunas suficientes y a tiempo  para Uds no hay vacuna q valga y se riegan como virus entre ignorantes!,negativo,COVID-19: Latest news updates from around the world
87,1595268587333341191,"""El Evangelio no es una vacuna en contra de un momento difícil  sino la esperanza de que ellos no te alejarán de Dios.""",positivo,COVID-19
88,1595268444119003138,Los estadounidenses que se pusieron la vacuna actualizada de refuerzo contra el COVID-19 tienen más inmunidad frente a los que no se la pusieron. Aquí detalles #LHInternacional ⬇️ https://t.co/mkpGtzNZkE,negativo,COVID-19
89,1595267874704203776,@DeniseMaerker ¡Ojalá llegue esa vacuna!,positivo,COVID-19
90,1595267830131335170,@jenarovillamil @lopezobrador_ @Conacyt_MX Así como la vacuna patria jajaj atolizados,positivo,Mexico political figures
91,1595267710522478593,@YorkOcanto La verdad es que es increíble la cantidad de personas que hoy por hoy tratan a toda costa y pateticamente  sin pruebas que es lo peor insisten en la hipótesis irreal de que la vacuna  contiene agentes mortales que nos vuelven extra terrestres. Bajenle dos que eso es Embuste,negativo,COVID-19
92,1595267620101562368,@rikgmr @elxokas No creo k ni tu ni yo pagemos su vacuna es mas el pago las vacunas a tus hijos y tus padres y mientras tienes unos estudios y trabajos de mierda el se mofa arriba ya k nunca llegaras ni tu ni yo,negativo,Family
93,1595267294988484608,@martamarco__ ¿Un chip? ¡Qué ignorante! La tecnología solo permitiría un chip de 8 caracteres  hoy por hoy  en una vacuna. Menos dígitos que los de un DNI  fanática conspirativa. https://t.co/u6sXmS4TZa,negativo,COVID-19
94,1595267202814545920,@jungla_insider @Minsa_Peru Y quién chucha eres tú para mandonearme XDD Si hay rebrote me la pongo  sino no. Y no es porque uuy que miedo la vacuna de la muerte y tantas huevadas que dices por ignorante  sino porque no es necesaria.,negativo,COVID-19
95,1595267015664705537,@alejferrer Esa se la pasa inventando teorias locas de cualquier cosa. Tiene el combo completo: anti vacuna  terraplanista  pro trump,negativo,COVID-19
96,1595266963127029760,Hoy tocó doble vacuna 💉😢 siento que mi brazo se va a caer del dolor 😔 y mañana tocan análisis clínicos🩺🧫😳 ya quiero terminar con todo esto 😥,positivo,COVID-19
97,1595266941542866944,@mario_dico50 Pues ya te dió covid  y la vacuna pfizer no funcionó. 🤣😂🤣😂🤣😂🤣😂🤣😂🤭🚑🚒🚔🥶🥶😷😷💩💩,positivo,Pfizer
98,1595266728149540864,@ChialFelix Todos hablan de vacuna  falta se actividad  mala nutricion....pero nadie se pone a ver la acumulacion de los desechos de las plantas nucleares que las entierran en islas  contaminan el mar y va en aumento,negativo,COVID-19
99,1595266568174329857,El forense concluye la muerte de un niño de 14 años 3 semanas después de inyectarse la “vacuna” Pfizer hay 'preocupación pública significativa'  La evidencia es cada vez más clara de que la 💉 probablemente nunca debería haber sido aprobado en primer lugar. https://t.co/gxCIhIWmd9,negativo,COVID-19: Latest news updates from around the world
100,1595266378554118146,@yorch250487 @SC_ESPN Hoy día te vacuna España a vos 💉,negativo,COVID-19
